Income,Cleaned_Income,Age,Cleaned_Age,Dependents,Cleaned_Dependents,Occupation,Cleaned_Occupation,City_Tier,Rent,Cleaned_Rent,Loan_Repayment,Cleaned_Loan_Repayment,Insurance,Cleaned_Insurance,Groceries,Cleaned_Groceries,Transport,Cleaned_Transport,Eating_Out,Cleaned_Eating_Out,Entertainment,Cleaned_Entertainment,Utilities,Cleaned_Utilities,Healthcare,Cleaned_Healthcare,Education,Cleaned_Education,Miscellaneous,Cleaned_Miscellaneuos,Desired_Savings_Percentage,Cleaned_Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
"₹35,129.15","₹35,129.15",31,31,3,3,Retired,Retired,Tier_2,"₹7,025.83","₹7,025.83","₹5,067.44","₹5,067.44","₹1,236.53","₹1,236.53","₹3,829.35","₹3,829.35","₹2,173.18","₹2,173.18","₹1,557.44","₹1,557.44","₹1,134.16","₹1,134.16","₹1,700.99","₹1,700.99","₹1,734.71","₹1,734.71","₹2,381.90","₹2,381.90",₹448.49,₹448.49,7.235339907,7.24%,"₹2,541.71","₹6,839.14",₹355.12,₹311.15,₹298.66,₹294.92,₹466.29,₹49.62,₹66.72,₹102.38
"₹38,484.07","₹38,484.07",37,37,0,0,Retired,Retired,Tier_1,"₹11,545.22","₹11,545.22",₹0.00,₹0.00,₹963.43,₹963.43,"₹5,630.86","₹5,630.86","₹2,257.02","₹2,257.02","₹1,842.80","₹1,842.80","₹1,694.74","₹1,694.74","₹2,985.31","₹2,985.31","₹1,225.25","₹1,225.25",₹0.00,₹0.00,₹467.49,₹467.49,7.417285204,7.42%,"₹2,854.47","₹9,871.95",₹406.40,₹666.15,₹278.94,₹400.78,₹403.75,₹32.21,₹0.00,₹32.45
"₹116,881.81","₹116,881.81",34,34,2,2,Self_Employed,Self_Employed,Tier_2,"₹23,376.36","₹23,376.36",₹0.00,₹0.00,"₹5,049.51","₹5,049.51","₹16,372.62","₹16,372.62","₹8,588.09","₹8,588.09","₹4,223.85","₹4,223.85","₹2,800.17","₹2,800.17","₹4,732.78","₹4,732.78","₹4,797.51","₹4,797.51","₹11,572.28","₹11,572.28","₹2,872.40","₹2,872.40",24.0799938,24.08%,"₹28,145.13","₹32,496.23","₹2,538.01","₹2,202.08","₹1,086.86",₹766.44,₹866.31,₹130.39,₹259.69,₹760.86
"₹70,699.03","₹70,699.03",49,49,2,2,Self_Employed,Self_Employed,Tier_2,"₹14,139.81","₹14,139.81",₹0.00,₹0.00,"₹1,858.87","₹1,858.87","₹9,094.88","₹9,094.88","₹5,492.67","₹5,492.67","₹1,857.25","₹1,857.25","₹3,456.05","₹3,456.05","₹3,932.41","₹3,932.41","₹2,553.37","₹2,553.37","₹4,576.25","₹4,576.25",₹716.45,₹716.45,14.95435979,14.95%,"₹10,572.59","₹23,021.02","₹1,018.12","₹1,174.91",₹382.10,₹529.16,₹645.44,₹78.89,₹111.40,₹208.21
"₹34,942.57","₹34,942.57",42,42,1,1,Student,Student,Tier_2,"₹6,988.51","₹6,988.51",₹0.00,₹0.00,"₹1,699.30","₹1,699.30","₹3,784.58","₹3,784.58","₹2,515.92","₹2,515.92","₹1,612.93","₹1,612.93","₹1,077.84","₹1,077.84","₹1,782.06","₹1,782.06","₹1,347.87","₹1,347.87","₹3,396.13","₹3,396.13",₹612.39,₹612.39,5.132243936,5.13%,"₹1,793.34","₹10,125.04",₹446.09,₹378.68,₹467.54,₹76.74,₹392.76,₹36.42,₹105.39,₹82.94
"₹63,703.90","₹63,703.90",47,47,2,2,Self_Employed,Self_Employed,Tier_1,"₹19,111.17","₹19,111.17",₹0.00,₹0.00,"₹2,630.57","₹2,630.57","₹8,842.13","₹8,842.13","₹3,291.79","₹3,291.79","₹3,048.54","₹3,048.54","₹2,238.86","₹2,238.86","₹4,075.56","₹4,075.56","₹2,036.10","₹2,036.10","₹5,158.62","₹5,158.62","₹1,630.19","₹1,630.19",12.54151097,12.54%,"₹7,989.43","₹11,640.36","₹1,857.82",₹396.69,₹596.56,₹302.79,₹777.14,₹64.60,₹198.63,₹342.47
"₹13,133.66","₹13,133.66",44,44,3,3,Retired,Retired,Tier_3,"₹1,970.05","₹1,970.05",₹0.00,₹0.00,₹599.71,₹599.71,"₹1,909.96","₹1,909.96",₹905.31,₹905.31,₹628.55,₹628.55,₹592.64,₹592.64,"₹1,011.34","₹1,011.34",₹594.97,₹594.97,₹839.57,₹839.57,₹362.15,₹362.15,8.170941397,8.17%,"₹1,073.14","₹3,719.41",₹521.32,₹215.12,₹78.65,₹80.25,₹219.34,₹6.13,₹23.76,₹41.37
"₹41,245.38","₹41,245.38",44,44,0,0,Self_Employed,Self_Employed,Tier_1,"₹12,373.61","₹12,373.61","₹4,555.70","₹4,555.70","₹1,503.25","₹1,503.25","₹5,097.80","₹5,097.80","₹2,663.12","₹2,663.12","₹1,655.85","₹1,655.85","₹1,813.66","₹1,813.66","₹2,166.03","₹2,166.03","₹1,658.91","₹1,658.91",₹0.00,₹0.00,₹930.64,₹930.64,11.09508587,11.10%,"₹4,576.21","₹6,826.80","₹1,093.17",₹228.47,₹284.60,₹171.75,₹411.70,₹71.58,₹0.00,₹258.71
"₹127,567.09","₹127,567.09",63,63,2,2,Self_Employed,Self_Employed,Tier_3,"₹19,135.06","₹19,135.06","₹17,595.59","₹17,595.59","₹4,669.21","₹4,669.21","₹13,304.90","₹13,304.90","₹10,137.93","₹10,137.93","₹5,096.15","₹5,096.15","₹5,054.23","₹5,054.23","₹7,076.98","₹7,076.98","₹5,423.34","₹5,423.34","₹9,168.00","₹9,168.00","₹2,690.63","₹2,690.63",21.76535389,21.77%,"₹27,765.43","₹28,215.06","₹2,696.22","₹1,600.63",₹995.13,₹970.70,"₹1,912.82",₹259.64,₹181.60,₹619.59
"₹25,197.90","₹25,197.90",48,48,3,3,Self_Employed,Self_Employed,Tier_2,"₹5,039.58","₹5,039.58","₹3,089.54","₹3,089.54","₹1,240.83","₹1,240.83","₹3,738.82","₹3,738.82","₹1,735.48","₹1,735.48",₹626.16,₹626.16,₹807.24,₹807.24,"₹1,910.14","₹1,910.14","₹1,109.28","₹1,109.28","₹1,270.12","₹1,270.12",₹475.83,₹475.83,9.583341369,9.58%,"₹2,414.80","₹4,154.87","₹1,067.89",₹295.82,₹110.45,₹124.68,₹341.48,₹34.28,₹63.40,₹107.79
"₹15,227.31","₹15,227.31",62,62,3,3,Retired,Retired,Tier_2,"₹3,045.46","₹3,045.46",₹0.00,₹0.00,₹358.05,₹358.05,"₹1,652.79","₹1,652.79",₹831.86,₹831.86,₹350.74,₹350.74,₹727.58,₹727.58,"₹1,136.25","₹1,136.25",₹703.12,₹703.12,₹902.79,₹902.79,₹417.28,₹417.28,8.070900565,8.07%,"₹1,228.98","₹5,101.38",₹340.85,₹102.25,₹46.57,₹106.72,₹71.90,₹14.93,₹25.03,₹27.25
"₹17,805.84","₹17,805.84",43,43,4,4,Student,Student,Tier_2,"₹3,561.17","₹3,561.17","₹1,951.51","₹1,951.51",₹666.40,₹666.40,"₹2,487.67","₹2,487.67",₹953.94,₹953.94,₹512.50,₹512.50,₹637.32,₹637.32,₹800.96,₹800.96,₹712.76,₹712.76,"₹1,450.20","₹1,450.20",₹407.65,₹407.65,6.328990956,6.33%,"₹1,126.93","₹3,663.77",₹687.21,₹103.52,₹65.83,₹157.84,₹192.80,₹23.83,₹57.55,₹34.83
"₹12,547.12","₹12,547.12",31,31,4,4,Retired,Retired,Tier_2,"₹2,509.42","₹2,509.42",₹672.72,₹672.72,₹276.57,₹276.57,"₹1,872.14","₹1,872.14",₹680.56,₹680.56,₹326.41,₹326.41,₹506.56,₹506.56,₹860.67,₹860.67,₹420.58,₹420.58,"₹1,210.27","₹1,210.27",₹149.43,₹149.43,8.478706949,8.48%,"₹1,063.83","₹3,061.80",₹148.31,₹198.84,₹52.74,₹89.88,₹258.03,₹5.67,₹45.73,₹28.50
"₹16,012.79","₹16,012.79",38,38,2,2,Self_Employed,Self_Employed,Tier_1,"₹4,803.84","₹4,803.84",₹0.00,₹0.00,₹795.93,₹795.93,"₹1,834.96","₹1,834.96",₹937.07,₹937.07,₹478.14,₹478.14,₹422.51,₹422.51,₹969.14,₹969.14,₹772.19,₹772.19,"₹1,221.96","₹1,221.96",₹279.69,₹279.69,5.073155187,5.07%,₹812.35,"₹3,497.35",₹420.08,₹120.06,₹90.09,₹79.77,₹84.92,₹21.70,₹8.25,₹78.56
"₹22,304.55","₹22,304.55",45,45,4,4,Professional,Professional,Tier_1,"₹6,691.37","₹6,691.37",₹0.00,₹0.00,₹868.16,₹868.16,"₹2,341.29","₹2,341.29","₹1,637.17","₹1,637.17",₹719.78,₹719.78,₹600.92,₹600.92,"₹1,720.57","₹1,720.57",₹932.34,₹932.34,"₹1,996.47","₹1,996.47",₹417.34,₹417.34,6.70156813,6.70%,"₹1,494.75","₹4,379.17",₹292.88,₹330.78,₹138.88,₹170.22,₹500.36,₹29.29,₹40.58,₹82.24
"₹9,744.90","₹9,744.90",32,32,3,3,Professional,Professional,Tier_3,"₹1,461.73","₹1,461.73",₹0.00,₹0.00,₹219.12,₹219.12,"₹1,369.56","₹1,369.56",₹677.41,₹677.41,₹347.79,₹347.79,₹243.24,₹243.24,₹514.20,₹514.20,₹344.85,₹344.85,₹973.10,₹973.10,₹125.16,₹125.16,9.486627293,9.49%,₹924.46,"₹3,468.74",₹139.28,₹97.75,₹33.49,₹44.26,₹112.75,₹9.55,₹48.01,₹27.28
"₹30,377.19","₹30,377.19",47,47,3,3,Retired,Retired,Tier_3,"₹4,556.58","₹4,556.58",₹0.00,₹0.00,₹868.22,₹868.22,"₹3,143.26","₹3,143.26","₹2,014.12","₹2,014.12","₹1,071.51","₹1,071.51","₹1,330.93","₹1,330.93","₹2,008.99","₹2,008.99","₹1,179.33","₹1,179.33","₹2,905.11","₹2,905.11",₹319.96,₹319.96,9.93809658,9.94%,"₹3,018.91","₹10,979.18",₹571.32,₹311.45,₹194.08,₹263.41,₹258.93,₹43.64,₹83.28,₹95.76
"₹61,745.38","₹61,745.38",42,42,4,4,Professional,Professional,Tier_1,"₹18,523.61","₹18,523.61",₹0.00,₹0.00,"₹2,885.43","₹2,885.43","₹7,805.21","₹7,805.21","₹4,301.62","₹4,301.62","₹3,007.17","₹3,007.17","₹1,411.17","₹1,411.17","₹4,791.11","₹4,791.11","₹2,027.91","₹2,027.91","₹5,122.42","₹5,122.42",₹709.94,₹709.94,10.69592351,10.70%,"₹6,604.24","₹11,159.80","₹2,256.95",₹972.66,₹686.59,₹284.76,₹592.18,₹21.78,₹30.71,₹116.17
"₹14,512.24","₹14,512.24",28,28,0,0,Retired,Retired,Tier_2,"₹2,902.45","₹2,902.45",₹0.00,₹0.00,₹325.73,₹325.73,"₹1,981.36","₹1,981.36","₹1,072.33","₹1,072.33",₹673.55,₹673.55,₹441.22,₹441.22,₹842.38,₹842.38,₹567.99,₹567.99,₹0.00,₹0.00,₹373.65,₹373.65,8.566636832,8.57%,"₹1,243.21","₹5,331.60",₹195.21,₹217.55,₹44.36,₹77.27,₹153.32,₹9.10,₹0.00,₹48.18
"₹101,152.02","₹101,152.02",61,61,4,4,Student,Student,Tier_1,"₹30,345.61","₹30,345.61","₹17,884.56","₹17,884.56","₹2,854.93","₹2,854.93","₹13,356.74","₹13,356.74","₹5,471.81","₹5,471.81","₹3,122.60","₹3,122.60","₹5,033.11","₹5,033.11","₹6,830.29","₹6,830.29","₹4,879.38","₹4,879.38","₹7,900.75","₹7,900.75","₹3,025.42","₹3,025.42",18.06792141,18.07%,₹446.82,₹446.82,"₹3,651.10","₹1,617.39",₹200.73,₹757.86,₹522.06,₹228.14,₹312.47,₹235.80
"₹45,142.81","₹45,142.81",28,28,0,0,Retired,Retired,Tier_2,"₹9,028.56","₹9,028.56","₹8,705.51","₹8,705.51","₹1,586.69","₹1,586.69","₹5,791.34","₹5,791.34","₹3,250.38","₹3,250.38","₹2,103.94","₹2,103.94","₹1,812.35","₹1,812.35","₹3,281.55","₹3,281.55","₹1,375.41","₹1,375.41",₹0.00,₹0.00,₹700.49,₹700.49,12.63040217,12.63%,"₹5,701.72","₹7,506.61","₹1,602.59",₹650.81,₹344.87,₹262.21,₹488.30,₹2.20,₹0.00,₹204.00
"₹68,419.77","₹68,419.77",45,45,4,4,Retired,Retired,Tier_2,"₹13,683.95","₹13,683.95",₹0.00,₹0.00,"₹3,385.22","₹3,385.22","₹7,698.33","₹7,698.33","₹5,012.67","₹5,012.67","₹1,425.18","₹1,425.18","₹1,576.71","₹1,576.71","₹4,258.77","₹4,258.77","₹2,631.67","₹2,631.67","₹4,131.81","₹4,131.81","₹1,149.49","₹1,149.49",10.8710539,10.87%,"₹7,437.95","₹23,465.97","₹1,445.88",₹271.04,₹340.43,₹157.27,₹514.99,₹71.42,₹92.33,₹324.25
"₹17,724.18","₹17,724.18",22,22,3,3,Retired,Retired,Tier_2,"₹3,544.84","₹3,544.84",₹0.00,₹0.00,₹465.24,₹465.24,"₹2,052.56","₹2,052.56","₹1,399.27","₹1,399.27",₹807.91,₹807.91,₹727.89,₹727.89,₹981.35,₹981.35,₹769.48,₹769.48,₹948.90,₹948.90,₹438.01,₹438.01,5.536340611,5.54%,₹981.27,"₹5,588.74",₹212.39,₹253.28,₹94.31,₹166.93,₹232.99,₹1.68,₹18.48,₹51.16
"₹59,431.09","₹59,431.09",45,45,3,3,Self_Employed,Self_Employed,Tier_2,"₹11,886.22","₹11,886.22",₹0.00,₹0.00,"₹2,601.36","₹2,601.36","₹7,008.67","₹7,008.67","₹4,617.73","₹4,617.73","₹1,264.73","₹1,264.73","₹2,518.86","₹2,518.86","₹3,512.22","₹3,512.22","₹1,864.55","₹1,864.55","₹4,359.51","₹4,359.51","₹1,408.14","₹1,408.14",12.09142884,12.09%,"₹7,186.07","₹18,389.11",₹701.85,₹331.83,₹207.12,₹372.48,₹404.40,₹34.17,₹190.55,₹331.76
"₹12,524.04","₹12,524.04",25,25,4,4,Student,Student,Tier_1,"₹3,757.21","₹3,757.21","₹1,621.65","₹1,621.65",₹379.30,₹379.30,"₹1,662.92","₹1,662.92",₹966.95,₹966.95,₹336.14,₹336.14,₹584.18,₹584.18,₹775.55,₹775.55,₹624.74,₹624.74,"₹1,010.84","₹1,010.84",₹334.42,₹334.42,6.168552225,6.17%,₹470.13,₹470.13,₹352.14,₹223.03,₹98.05,₹114.69,₹45.79,₹20.01,₹15.59,₹25.80
"₹61,154.01","₹61,154.01",43,43,1,1,Retired,Retired,Tier_2,"₹12,230.80","₹12,230.80","₹7,157.18","₹7,157.18","₹1,240.07","₹1,240.07","₹8,194.08","₹8,194.08","₹4,449.59","₹4,449.59","₹1,603.45","₹1,603.45","₹1,337.61","₹1,337.61","₹3,054.34","₹3,054.34","₹2,635.22","₹2,635.22","₹3,135.56","₹3,135.56","₹1,714.33","₹1,714.33",14.21360285,14.21%,"₹8,692.19","₹14,401.79",₹908.09,"₹1,278.22",₹171.34,₹205.42,₹339.71,₹55.15,₹150.06,₹459.67
"₹34,421.07","₹34,421.07",23,23,0,0,Self_Employed,Self_Employed,Tier_3,"₹5,163.16","₹5,163.16",₹0.00,₹0.00,"₹1,496.12","₹1,496.12","₹3,743.49","₹3,743.49","₹1,873.89","₹1,873.89","₹1,009.03","₹1,009.03",₹860.63,₹860.63,"₹1,735.88","₹1,735.88","₹1,071.29","₹1,071.29",₹0.00,₹0.00,₹788.14,₹788.14,9.363209433,9.36%,"₹3,222.92","₹16,679.44",₹716.25,₹354.99,₹302.32,₹249.86,₹178.89,₹38.92,₹0.00,₹68.86
"₹46,702.53","₹46,702.53",49,49,1,1,Self_Employed,Self_Employed,Tier_2,"₹9,340.51","₹9,340.51","₹7,690.88","₹7,690.88","₹1,620.37","₹1,620.37","₹4,723.39","₹4,723.39","₹3,349.09","₹3,349.09","₹1,418.13","₹1,418.13","₹1,479.42","₹1,479.42","₹3,671.42","₹3,671.42","₹1,974.64","₹1,974.64","₹4,183.24","₹4,183.24",₹663.21,₹663.21,14.74824692,14.75%,"₹6,588.25","₹6,588.25",₹666.75,₹258.53,₹366.83,₹335.97,₹566.49,₹89.58,₹10.81,₹149.78
"₹11,713.26","₹11,713.26",49,49,3,3,Self_Employed,Self_Employed,Tier_2,"₹2,342.65","₹2,342.65",₹608.24,₹608.24,₹402.90,₹402.90,"₹1,214.55","₹1,214.55",₹763.29,₹763.29,₹474.18,₹474.18,₹440.44,₹440.44,₹855.19,₹855.19,₹433.72,₹433.72,₹885.32,₹885.32,₹173.94,₹173.94,8.312349905,8.31%,₹973.65,"₹3,118.85",₹356.82,₹40.95,₹69.94,₹83.05,₹116.42,₹10.74,₹41.77,₹20.54
"₹14,660.28","₹14,660.28",29,29,0,0,Self_Employed,Self_Employed,Tier_1,"₹4,398.08","₹4,398.08",₹0.00,₹0.00,₹589.49,₹589.49,"₹1,966.88","₹1,966.88",₹875.57,₹875.57,₹511.61,₹511.61,₹360.84,₹360.84,₹869.72,₹869.72,₹667.48,₹667.48,₹0.00,₹0.00,₹436.61,₹436.61,8.506507644,8.51%,"₹1,247.08","₹3,984.00",₹121.14,₹115.50,₹83.80,₹50.71,₹194.69,₹27.58,₹0.00,₹30.07
"₹48,374.85","₹48,374.85",23,23,4,4,Self_Employed,Self_Employed,Tier_2,"₹9,674.97","₹9,674.97","₹3,423.56","₹3,423.56","₹1,911.65","₹1,911.65","₹5,066.98","₹5,066.98","₹2,827.30","₹2,827.30","₹2,350.44","₹2,350.44","₹1,574.13","₹1,574.13","₹3,247.12","₹3,247.12","₹2,052.46","₹2,052.46","₹4,613.19","₹4,613.19","₹1,098.52","₹1,098.52",13.4717802,13.47%,"₹6,516.95","₹10,534.54",₹707.49,₹607.72,₹178.11,₹154.76,₹683.57,₹55.11,₹42.70,₹239.95
"₹14,048.55","₹14,048.55",30,30,0,0,Student,Student,Tier_3,"₹2,107.28","₹2,107.28",₹0.00,₹0.00,₹557.56,₹557.56,"₹1,624.33","₹1,624.33",₹965.56,₹965.56,₹628.52,₹628.52,₹331.98,₹331.98,₹898.70,₹898.70,₹525.38,₹525.38,₹0.00,₹0.00,₹295.57,₹295.57,9.650646712,9.65%,"₹1,355.78","₹6,113.65",₹133.92,₹110.03,₹88.93,₹34.32,₹236.50,₹1.99,₹0.00,₹24.06
"₹43,456.59","₹43,456.59",56,56,0,0,Student,Student,Tier_3,"₹6,518.49","₹6,518.49",₹0.00,₹0.00,"₹1,293.65","₹1,293.65","₹5,542.08","₹5,542.08","₹2,674.15","₹2,674.15","₹1,815.09","₹1,815.09","₹1,220.55","₹1,220.55","₹2,475.51","₹2,475.51","₹1,568.81","₹1,568.81",₹0.00,₹0.00,₹765.56,₹765.56,10.93624863,10.94%,"₹4,752.52","₹19,582.70","₹1,399.19",₹286.80,₹544.16,₹64.29,₹393.49,₹72.20,₹0.00,₹164.86
"₹10,049.14","₹10,049.14",57,57,2,2,Professional,Professional,Tier_2,"₹2,009.83","₹2,009.83",₹0.00,₹0.00,₹375.98,₹375.98,"₹1,282.04","₹1,282.04",₹643.02,₹643.02,₹498.37,₹498.37,₹418.21,₹418.21,₹506.12,₹506.12,₹367.60,₹367.60,₹735.82,₹735.82,₹223.76,₹223.76,5.396735124,5.40%,₹542.33,"₹2,988.39",₹222.83,₹72.21,₹86.85,₹82.86,₹39.58,₹9.94,₹3.69,₹31.11
"₹59,129.90","₹59,129.90",61,61,0,0,Student,Student,Tier_2,"₹11,825.98","₹11,825.98",₹0.00,₹0.00,"₹2,739.53","₹2,739.53","₹7,502.49","₹7,502.49","₹3,409.13","₹3,409.13","₹2,507.30","₹2,507.30","₹2,606.27","₹2,606.27","₹3,513.35","₹3,513.35","₹2,538.33","₹2,538.33",₹0.00,₹0.00,"₹1,441.26","₹1,441.26",10.08474639,10.08%,"₹5,963.10","₹21,046.27","₹1,115.28",₹985.41,₹608.88,₹352.72,₹764.37,₹52.34,₹0.00,₹412.52
"₹11,191.77","₹11,191.77",51,51,3,3,Professional,Professional,Tier_2,"₹2,238.35","₹2,238.35",₹0.00,₹0.00,₹523.70,₹523.70,"₹1,633.83","₹1,633.83",₹691.11,₹691.11,₹262.30,₹262.30,₹529.62,₹529.62,₹509.27,₹509.27,₹489.87,₹489.87,₹594.05,₹594.05,₹295.58,₹295.58,7.237836328,7.24%,₹810.04,"₹3,424.10",₹274.22,₹124.36,₹50.19,₹32.79,₹105.76,₹4.97,₹3.77,₹26.23
"₹46,667.00","₹46,667.00",40,40,1,1,Professional,Professional,Tier_1,"₹14,000.10","₹14,000.10","₹4,276.19","₹4,276.19","₹1,500.11","₹1,500.11","₹5,701.89","₹5,701.89","₹2,997.25","₹2,997.25","₹1,644.29","₹1,644.29","₹1,760.41","₹1,760.41","₹3,296.80","₹3,296.80","₹1,483.96","₹1,483.96","₹3,669.20","₹3,669.20",₹862.20,₹862.20,11.00227744,11.00%,"₹5,134.43","₹5,474.60",₹835.49,₹199.89,₹420.84,₹474.82,₹635.68,₹3.56,₹165.29,₹46.56
"₹49,486.61","₹49,486.61",58,58,1,1,Self_Employed,Self_Employed,Tier_3,"₹7,422.99","₹7,422.99",₹0.00,₹0.00,"₹1,335.93","₹1,335.93","₹5,359.38","₹5,359.38","₹3,111.98","₹3,111.98","₹1,283.84","₹1,283.84","₹2,057.51","₹2,057.51","₹3,070.45","₹3,070.45","₹2,126.95","₹2,126.95","₹2,706.43","₹2,706.43",₹551.18,₹551.18,13.44844839,13.45%,"₹6,655.18","₹20,459.98",₹991.53,₹697.33,₹113.45,₹170.20,₹885.82,₹20.86,₹92.87,₹148.16
"₹17,180.58","₹17,180.58",62,62,4,4,Student,Student,Tier_1,"₹5,154.18","₹5,154.18","₹1,075.47","₹1,075.47",₹382.26,₹382.26,"₹1,764.89","₹1,764.89",₹968.31,₹968.31,₹370.33,₹370.33,₹764.41,₹764.41,₹780.93,₹780.93,₹713.43,₹713.43,"₹1,106.12","₹1,106.12",₹446.22,₹446.22,9.039353246,9.04%,"₹1,553.01","₹3,654.06",₹195.53,₹271.34,₹98.37,₹200.15,₹42.48,₹31.61,₹19.16,₹43.89
"₹47,790.11","₹47,790.11",34,34,2,2,Student,Student,Tier_2,"₹9,558.02","₹9,558.02",₹0.00,₹0.00,"₹2,185.57","₹2,185.57","₹6,006.73","₹6,006.73","₹2,610.83","₹2,610.83","₹2,381.60","₹2,381.60","₹1,176.19","₹1,176.19","₹3,665.03","₹3,665.03","₹1,821.75","₹1,821.75","₹4,281.94","₹4,281.94",₹522.68,₹522.68,13.77437005,13.77%,"₹6,582.79","₹13,579.76",₹602.28,₹419.49,₹645.32,₹281.58,"₹1,065.48",₹72.29,₹113.21,₹112.43
"₹36,949.47","₹36,949.47",62,62,1,1,Self_Employed,Self_Employed,Tier_2,"₹7,389.89","₹7,389.89","₹2,101.79","₹2,101.79",₹922.33,₹922.33,"₹4,813.83","₹4,813.83","₹2,921.22","₹2,921.22","₹1,752.74","₹1,752.74","₹1,606.45","₹1,606.45","₹2,040.39","₹2,040.39","₹1,300.36","₹1,300.36","₹3,310.42","₹3,310.42",₹426.66,₹426.66,9.77526618,9.78%,"₹3,611.91","₹8,363.37",₹738.06,₹173.30,₹404.78,₹180.15,₹431.93,₹16.02,₹27.50,₹110.82
"₹19,494.33","₹19,494.33",18,18,1,1,Retired,Retired,Tier_2,"₹3,898.87","₹3,898.87",₹0.00,₹0.00,₹575.28,₹575.28,"₹2,512.35","₹2,512.35","₹1,060.08","₹1,060.08",₹754.07,₹754.07,₹791.23,₹791.23,"₹1,262.70","₹1,262.70",₹907.37,₹907.37,"₹1,425.30","₹1,425.30",₹338.52,₹338.52,6.877080283,6.88%,"₹1,340.64","₹5,968.56",₹198.48,₹245.45,₹135.44,₹168.55,₹208.40,₹29.37,₹50.40,₹39.41
"₹13,387.93","₹13,387.93",24,24,0,0,Self_Employed,Self_Employed,Tier_1,"₹4,016.38","₹4,016.38",₹0.00,₹0.00,₹593.84,₹593.84,"₹1,467.28","₹1,467.28",₹727.55,₹727.55,₹536.37,₹536.37,₹483.13,₹483.13,₹954.08,₹954.08,₹455.27,₹455.27,₹0.00,₹0.00,₹304.69,₹304.69,6.407160305,6.41%,₹857.79,"₹3,849.33",₹173.11,₹87.43,₹149.88,₹97.05,₹279.23,₹21.28,₹0.00,₹28.47
"₹6,240.73","₹6,240.73",30,30,3,3,Professional,Professional,Tier_2,"₹1,248.15","₹1,248.15","₹1,190.83","₹1,190.83",₹271.50,₹271.50,₹637.40,₹637.40,₹485.98,₹485.98,₹178.85,₹178.85,₹173.28,₹173.28,₹359.42,₹359.42,₹258.31,₹258.31,₹381.47,₹381.47,₹96.46,₹96.46,8.267025395,8.27%,₹515.92,₹959.09,₹186.72,₹104.03,₹41.32,₹26.20,₹82.71,₹5.23,₹18.73,₹27.96
"₹39,682.78","₹39,682.78",31,31,3,3,Student,Student,Tier_1,"₹11,904.83","₹11,904.83",₹0.00,₹0.00,"₹1,310.82","₹1,310.82","₹5,707.86","₹5,707.86","₹2,444.58","₹2,444.58",₹876.09,₹876.09,"₹1,687.59","₹1,687.59","₹2,902.52","₹2,902.52","₹1,470.68","₹1,470.68","₹2,467.56","₹2,467.56",₹755.24,₹755.24,7.828520806,7.83%,"₹3,106.57","₹8,155.01","₹1,110.42",₹229.17,₹205.70,₹392.38,₹369.32,₹9.73,₹99.02,₹225.43
"₹8,579.32","₹8,579.32",34,34,4,4,Student,Student,Tier_1,"₹2,573.80","₹2,573.80",₹666.61,₹666.61,₹350.11,₹350.11,"₹1,048.81","₹1,048.81",₹440.40,₹440.40,₹378.50,₹378.50,₹268.61,₹268.61,₹686.06,₹686.06,₹315.69,₹315.69,₹775.94,₹775.94,₹197.78,₹197.78,7.201795245,7.20%,₹617.87,₹877.02,₹186.81,₹54.70,₹46.09,₹57.72,₹201.33,₹11.42,₹10.63,₹53.61
"₹32,377.79","₹32,377.79",47,47,3,3,Professional,Professional,Tier_2,"₹6,475.56","₹6,475.56",₹0.00,₹0.00,₹879.33,₹879.33,"₹3,409.48","₹3,409.48","₹2,031.64","₹2,031.64","₹1,203.51","₹1,203.51",₹921.12,₹921.12,"₹2,406.52","₹2,406.52","₹1,092.05","₹1,092.05","₹1,749.93","₹1,749.93",₹541.28,₹541.28,6.197693677,6.20%,"₹2,006.68","₹11,667.38",₹518.10,₹336.65,₹348.61,₹262.99,₹612.23,₹35.32,₹85.05,₹84.65
"₹24,299.09","₹24,299.09",64,64,1,1,Professional,Professional,Tier_3,"₹3,644.86","₹3,644.86","₹3,376.01","₹3,376.01","₹1,163.85","₹1,163.85","₹3,232.13","₹3,232.13","₹1,733.08","₹1,733.08",₹822.85,₹822.85,₹502.99,₹502.99,"₹1,915.69","₹1,915.69",₹840.21,₹840.21,"₹1,321.00","₹1,321.00",₹390.28,₹390.28,5.288614199,5.29%,"₹1,285.09","₹5,356.15",₹638.65,₹337.30,₹66.47,₹140.20,₹421.84,₹29.32,₹26.09,₹41.22
"₹51,651.11","₹51,651.11",51,51,0,0,Professional,Professional,Tier_1,"₹15,495.33","₹15,495.33","₹6,756.58","₹6,756.58","₹2,507.70","₹2,507.70","₹6,850.84","₹6,850.84","₹3,524.62","₹3,524.62","₹2,073.48","₹2,073.48","₹2,425.71","₹2,425.71","₹2,643.45","₹2,643.45","₹1,567.16","₹1,567.16",₹0.00,₹0.00,"₹1,460.64","₹1,460.64",12.14677821,12.15%,"₹6,273.95","₹6,345.58","₹1,716.06",₹881.09,₹239.67,₹128.25,₹439.85,₹18.41,₹0.00,₹190.94
